source_index,tweet_id,topic,original_text,cleaned_text
872,2080881213678731647,3,"""These protestors want to turn India into Bangladesh and Nepal,"" and ""We'll beat them black and blue,"" are some of the statements made by Hindutva miscreants who have taken their online vitriol onto the streets of Delhi to mobilise a 'counter-protest' against CJP-led youth https://t.co/POrzky3ONX","""These protestors want to turn India into Bangladesh and Nepal,"" and ""We'll beat them black and blue,"" are some of the statements made by Hindutva miscreants who have taken their online vitriol onto the streets of Delhi to mobilise a 'counter-protest' against CJP-led youth"
873,2080880593144041528,13,Sonam Wangchuk LIVE 🔴 Explains Why He Ended His 26-Day Hunger Strike | CJP | Delhi Students Protest #SonamWangchuk#NEET#HungerStrike#CJP#LiveNews https://t.co/FzWYr6L2iH,Sonam Wangchuk LIVE 🔴 Explains Why He Ended His 26-Day Hunger Strike | CJP | Delhi Students Protest SonamWangchukNEETHungerStrikeCJPLiveNews
874,2080880506871406746,26,"For any such Police harassment , Legal Advice related to GenZ / CJP protest

Plz send Wattsapp Message on Free Helpline 8588833548","For any such Police harassment , Legal Advice related to GenZ / CJP protest Plz send Wattsapp Message on Free Helpline 8588833548"
875,2080880291380592843,4,"@VKreflections @MacroMatrix1 CJP Delhi demands a fair NEET while CJP Chennai demands a ban on NEET. Did you listen to his full speech? He covered all the issues related to NEET and the protest. Additionally, he also addressed the Tamil Nadu govt’s lack of action on Dalit issues in his own stage.","CJP Delhi demands a fair NEET while CJP Chennai demands a ban on NEET. Did you listen to his full speech? He covered all the issues related to NEET and the protest. Additionally, he also addressed the Tamil Nadu govt’s lack of action on Dalit issues in his own stage."
876,2080880136308523086,1,"@INCIndia Le Delhi police:- ""no pallet guns were used, no tear gas were use at cjp protest  this are all falce claims and totally misleading ""
Shame on you delhi police atleast have guts to acknowledge","Le Delhi police:- ""no pallet guns were used, no tear gas were use at cjp protest this are all falce claims and totally misleading "" Shame on you delhi police atleast have guts to acknowledge"
877,2080880039286255866,1,"Madam I would like to ask a simple question.

What if the Central Govt agrees to the demand of CJP? The Protest in Delhi will be called off. Likewise in TN the protest organised by CJP also will be called off. 

What about others who are asking #BanNeet?",Madam I would like to ask a simple question. What if the Central Govt agrees to the demand of CJP? The Protest in Delhi will be called off. Likewise in TN the protest organised by CJP also will be called off. What about others who are asking BanNeet?
878,2080879735836639607,-1,"Congress leader Mani Shankar brings up Delhi Riots 2020 Key Accused Umar Khalid and Sharjeel Imam from #CJP protest stage.
Wht do they got to do wit #NEET aspirants? 😐 https://t.co/H76SkOCtaY",Congress leader Mani Shankar brings up Delhi Riots 2020 Key Accused Umar Khalid and Sharjeel Imam from CJP protest stage. Wht do they got to do wit NEET aspirants? 😐
879,2080879653183783082,4,"@Xityouerg @OGprasanna Didnt u see TVK also firm on NEET BAn 

CJP TN is just a proxy 
CJP delhi doesnt even know these fake ppl and their motives

A page started merely to gain followers during the cockroach viral time suddenly acts as if its original. 

Can you or any 1 in protest tell who is admin? https://t.co/I3pG8UYNga",Didnt u see TVK also firm on NEET BAn CJP TN is just a proxy CJP delhi doesnt even know these fake ppl and their motives A page started merely to gain followers during the cockroach viral time suddenly acts as if its original. Can you or any 1 in protest tell who is admin?
880,2080879286354128979,9,"VIDEO | Delhi: Security remains tight at Jantar Mantar amid CJP protest over paper leak.

(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/ojZnHbGdYG",VIDEO | Delhi: Security remains tight at Jantar Mantar amid CJP protest over paper leak. (Full video available on PTI Videos -
881,2080879266590589171,32,"#Constable_Joins_Student_Protest_Resigned_job

Constable Sher Singh Joins Student Protest : Constable Sher Singh Joins Student Protest

#delhi  : #UttarakhandPolice  constable Sher Singh reportedly arrived at #JantarMantar  and handed his resignation letter to student leader https://t.co/0hieAmdvy3",Constable_Joins_Student_Protest_Resigned_job Constable Sher Singh Joins Student Protest : Constable Sher Singh Joins Student Protest delhi : UttarakhandPolice constable Sher Singh reportedly arrived at JantarMantar and handed his resignation letter to student leader
882,2080878819112796605,0,"▶️ #WATCH | Protest against the NEET paper leak and demands for the resignation of Education Minister Dharmendra Pradhan continue unabated.

➡️ On one hand, students begin arriving at Jantar Mantar early in the morning; on the other, crowds of people have gathered along the https://t.co/7UaYNwwRNy","▶️ WATCH | Protest against the NEET paper leak and demands for the resignation of Education Minister Dharmendra Pradhan continue unabated. ➡️ On one hand, students begin arriving at Jantar Mantar early in the morning; on the other, crowds of people have gathered along the"
883,2080878706214764886,6,"Abhijeet Dipke: The BJP has sent goons and hooligans in the CJP protest who were responsible for the stone pelting and attack on police.

Then why was your Paw Paw, Aravind Kejriwal sitting at the Delhi Police station,with his team, for securing their release, Dipke ???? https://t.co/AfM7qrc8nh","Abhijeet Dipke: The BJP has sent goons and hooligans in the CJP protest who were responsible for the stone pelting and attack on police. Then why was your Paw Paw, Aravind Kejriwal sitting at the Delhi Police station,with his team, for securing their release, Dipke ????"
884,2080878420360323543,4,"@Xityouerg @OGprasanna Tell me 1 think if you r protesting for the violence against students alone and resignation of education minister 
everyone would have joined the protest

The difference in motive btw CJP delhi and a PROXY CJP TN 
makes common ppl think what are these fools up to",Tell me 1 think if you r protesting for the violence against students alone and resignation of education minister everyone would have joined the protest The difference in motive btw CJP delhi and a PROXY CJP TN makes common ppl think what are these fools up to
885,2080878349820260476,30,"Delhi Wine Shop Closed | ਰਾਤ 8 ਵਜੇ ਬੰਦ ਹੋਣਗੇ ਸ਼ਰਾਬ ਦੇ ਠੇਕੇ  | CJP Protest | BJP Government | News18

#delhinews #bjpgovernment #cjpprotest #news18punjab https://t.co/fGHWxUYLeA",Delhi Wine Shop Closed | ਰਾਤ 8 ਵਜੇ ਬੰਦ ਹੋਣਗੇ ਸ਼ਰਾਬ ਦੇ ਠੇਕੇ | CJP Protest | BJP Government | News18 delhinews bjpgovernment cjpprotest news18punjab
886,2080877951852179593,4,"Is this student protest? I wonder her parents, what they are going to do?
#cjp #studentprotest #delhi #JantarMantarUpdates https://t.co/qhVmGBg8lq","Is this student protest? I wonder her parents, what they are going to do? cjp studentprotest delhi JantarMantarUpdates"
887,2080877949654331883,14,"Delhi Police have registered an FIR in connection with the violence during the student protest near Rail Bhavan. The FIR invokes multiple charges, including attempt to murder and assault on public servants. Police have also said they are using facial recognition technology to https://t.co/HRagGdsg2v","Delhi Police have registered an FIR in connection with the violence during the student protest near Rail Bhavan. The FIR invokes multiple charges, including attempt to murder and assault on public servants. Police have also said they are using facial recognition technology to"
888,2080877415224807781,11,"In a social media post, CJP founder Abhijeet Dipke said he has been diagnosed with typhoid, but the fight will go on until Dharmendra Pradhan resigns.

🔗https://t.co/DL4yEmLFJp https://t.co/g2R7ncBeu6","In a social media post, CJP founder Abhijeet Dipke said he has been diagnosed with typhoid, but the fight will go on until Dharmendra Pradhan resigns. 🔗"
889,2080877323419791382,-1,"This kid is literally becoming a nightmare for left Liberals 🔥

He is EXPOSING CJP Protest left right and centre with deep research 🔥

Liberals tried to silence him by copyright strike but now he’s ROASTING them at 10x speed.

More power to him 🙌🔥 https://t.co/ohkpE6nK3K",This kid is literally becoming a nightmare for left Liberals 🔥 He is EXPOSING CJP Protest left right and centre with deep research 🔥 Liberals tried to silence him by copyright strike but now he’s ROASTING them at 10x speed. More power to him 🙌🔥
890,2080876899992322346,5,"STORY | 18 Delhi Metro stations remain shut for fourth straight day amid CJP protest

Eighteen Delhi Metro stations in central Delhi remained closed for the fourth straight day on Saturday due to security concerns amid the ongoing Cockroach Janta Party (CJP) protest near the https://t.co/ShVEgl7lpM",STORY | 18 Delhi Metro stations remain shut for fourth straight day amid CJP protest Eighteen Delhi Metro stations in central Delhi remained closed for the fourth straight day on Saturday due to security concerns amid the ongoing Cockroach Janta Party (CJP) protest near the
891,2080876300668154137,2,"Protest join karne ke liye thank you @dhruv_rathee 🙌

#CJP #JantarMantar #Protest #Delhi https://t.co/OSwLUxTqtw",Protest join karne ke liye thank you 🙌 CJP JantarMantar Protest Delhi
892,2080876055154372962,9,"☀Delhi: Jantar Mantar completely barricaded and sealed as CJP-led protest continues; heavy security deployed at the site.

☀AI deepfake video of Union Minister Piyush Goyal circulating on social media. Govt says many links taken down.

☀Dipke posts: Have been diagnosed with https://t.co/fMgrtxXTx3",☀Delhi: Jantar Mantar completely barricaded and sealed as CJP-led protest continues; heavy security deployed at the site. ☀AI deepfake video of Union Minister Piyush Goyal circulating on social media. Govt says many links taken down. ☀Dipke posts: Have been diagnosed with
893,2080875999944909122,5,"For the fourth consecutive day, 18 Delhi Metro stations in central Delhi remain closed due to heightened security around the ongoing CJP protest near Jantar Mantar. 

Services are suspended from 7:30 AM until further notice, while interchange facilities remain available at Rajiv https://t.co/gRqQhn35SC","For the fourth consecutive day, 18 Delhi Metro stations in central Delhi remain closed due to heightened security around the ongoing CJP protest near Jantar Mantar. Services are suspended from 7:30 AM until further notice, while interchange facilities remain available at Rajiv"
894,2080875539565629489,14,"🚨 Students Protest:  130 police personnel were injured, 15 FIRs have been registered, and about 65 students were injured during the protest. Around 10,000 people, on average, are present at and around Jantar Mantar, where 3,000 police personnel have been deployed: Delhi Police https://t.co/SUNsiXbaTw","🚨 Students Protest: 130 police personnel were injured, 15 FIRs have been registered, and about 65 students were injured during the protest. Around 10,000 people, on average, are present at and around Jantar Mantar, where 3,000 police personnel have been deployed: Delhi Police"
895,2080875398544740837,21,"Actress Akanksha Puri exposed Paid campaign behind #CJP Protest
#cjp_ही_aap_है #Delhi #Paidcampaign https://t.co/5ggMpR1FHu",Actress Akanksha Puri exposed Paid campaign behind CJP Protest cjp_ही_aap_है Delhi Paidcampaign
896,2080874462392856665,-1,"They were expecting people to criticize Modi Ji, but this elderly man’s reaction was completely unexpected. #cjp #delhi #protest #congress #narendramodi @narendramodi ji https://t.co/dgMi2PsQfN","They were expecting people to criticize Modi Ji, but this elderly man’s reaction was completely unexpected. cjp delhi protest congress narendramodi ji"
897,2080874459720720427,-1,"Bundi, Rajasthan. Torches lit up the streets at midnight.
23 lakh students. One leaked paper. One minister still in office.
This protest isn't just Delhi.
#NEETLeak #DharmendrapradhanMustResign #CJP #BundiProtest #NEET2026 #StudentsMatter #IndiaProtests
@thewire_in @scroll_in","Bundi, Rajasthan. Torches lit up the streets at midnight. 23 lakh students. One leaked paper. One minister still in office. This protest isn't just Delhi. NEETLeak DharmendrapradhanMustResign CJP BundiProtest NEET2026 StudentsMatter IndiaProtests"
898,2080874324463104301,-1,"@GaziOmer5 , a member of CJP Kashmir, has issued a statement on ""Godi media"" regarding the Jantar Mantar protest, condemning the Delhi Police's actions against peaceful demonstrators.
#cjp 
#jantarmantar #dharmendrapradhanresign https://t.co/7hLjZ3OoqQ",", a member of CJP Kashmir, has issued a statement on ""Godi media"" regarding the Jantar Mantar protest, condemning the Delhi Police's actions against peaceful demonstrators. cjp jantarmantar dharmendrapradhanresign"
899,2080873796295340520,9,"VIDEO | Delhi: Jantar Mantar completely barricaded and sealed as CJP-led protest continues; heavy security deployed at the site.

(Full video  available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/mbg7pNdlKh",VIDEO | Delhi: Jantar Mantar completely barricaded and sealed as CJP-led protest continues; heavy security deployed at the site. (Full video available on PTI Videos -
900,2080873662488723760,25,"A man asked Abhijeet Dipke about paper leak in Punjab.

Abhijeet Dipke answered in a very general way and then ignored him.

A girl asked Abhijeet Dipke to remove Samrat Choudhary from  Bihar as she didn't choose him as CM of Bihar 💅

Abhijeet Dipke: Yes, we will protest in https://t.co/PlT4fiwU6l","A man asked Abhijeet Dipke about paper leak in Punjab. Abhijeet Dipke answered in a very general way and then ignored him. A girl asked Abhijeet Dipke to remove Samrat Choudhary from Bihar as she didn't choose him as CM of Bihar 💅 Abhijeet Dipke: Yes, we will protest in"
901,2080873365385224658,-1,"The cockroach movement began over paper leaks and student suicides and the terrible testing system. 

Currently, some sort of conversations are happening with the govt on these issues including the resignation of Dharmendra Pradhan. 

But out on the streets of Delhi on July 20","The cockroach movement began over paper leaks and student suicides and the terrible testing system. Currently, some sort of conversations are happening with the govt on these issues including the resignation of Dharmendra Pradhan. But out on the streets of Delhi on July 20"
902,2080873227044438126,-1,"@PoornimaNimo They were expecting people to criticize Modi Ji, but this elderly man’s reaction was completely unexpected. #cjp #delhi #protest #congress #narendramodi https://t.co/hD1ByekNcy","They were expecting people to criticize Modi Ji, but this elderly man’s reaction was completely unexpected. cjp delhi protest congress narendramodi"
903,2080873176750227546,5,"The Delhi Metro Rail Corporation (DMRC) has announced the closure of 18 metro stations from 7:30 AM on Saturday until further notice amid the ongoing CJP-led protest. However, interchange facilities will remain operational at Rajiv Chowk, Mandi House and Central Secretariat for https://t.co/zvsTdYax9w","The Delhi Metro Rail Corporation (DMRC) has announced the closure of 18 metro stations from 7:30 AM on Saturday until further notice amid the ongoing CJP-led protest. However, interchange facilities will remain operational at Rajiv Chowk, Mandi House and Central Secretariat for"
904,2080873141820387759,1,"Here comes trouble !!🔥

The Delhi High Court grants an NGO permission to file a case of recovery of compensation due to damage of public &amp; private property by the CJP protestors.
(Those who have vandalised public or private property should be made liable to compensate for the https://t.co/ptQViFbg1z",Here comes trouble !!🔥 The Delhi High Court grants an NGO permission to file a case of recovery of compensation due to damage of public & private property by the CJP protestors. (Those who have vandalised public or private property should be made liable to compensate for the
905,2080873048723632368,-1,"They were expecting people to criticize Modi Ji, but this elderly man’s reaction was completely unexpected. #cjp #delhi #protest #congress #narendramodi https://t.co/9SkdCqYukZ","They were expecting people to criticize Modi Ji, but this elderly man’s reaction was completely unexpected. cjp delhi protest congress narendramodi"
906,2080872398690373889,-1,"CJP Protest News LIVE Updates: PM Modi posts ‘thanks friends’ Instagram reel after paper leak selfie video, 18 Delhi Metro stations shut today

READ MORE➡️https://t.co/aRYefRpb2n

#CJPProtest #PMModi #InstagramReel #SocialMedia #PaperLeakCase #DelhiMetro

https://t.co/oHrkXbXdCK","CJP Protest News LIVE Updates: PM Modi posts ‘thanks friends’ Instagram reel after paper leak selfie video, 18 Delhi Metro stations shut today READ MORE➡️ CJPProtest PMModi InstagramReel SocialMedia PaperLeakCase DelhiMetro"
907,2080872155886325902,14,"Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed https://t.co/eI8csRNQdR","Students protest in Delhi | Delhi Police Sources say - 130 Police personnel have been injured. 15 FIRs have been registered. About 65 students were injured in the protest. Around 10,000 people on average are present at and around Jantar Mantar, 3000 Police personnel deployed"
908,2080871461682893119,-1,"Umar Khalid and Sharjeel celebrated and eulogised in front of Abhijit Dipke- on the official platform of CJP…

What is their connection in NEET protest? 🧐 https://t.co/SWTjZMdwVq",Umar Khalid and Sharjeel celebrated and eulogised in front of Abhijit Dipke- on the official platform of CJP… What is their connection in NEET protest? 🧐
909,2080869784795680915,1,"@Bring_congress Dmk hijack ila, openly they support the protest ,kanimozhi and other mps participated in the cjp protest in Delhi🪧.","Dmk hijack ila, openly they support the protest ,kanimozhi and other mps participated in the cjp protest in Delhi🪧."
910,2080869294364139957,16,"VIDEO | CJP protest in Delhi: CJP spokesperson Ashutosh Ranka says, ""We expect to receive a written agreement today on the issues of compensation and legal action. We also expect a response to the core demand of this movement, the resignation of Union Education Minister https://t.co/SRJVhcvSNF","VIDEO | CJP protest in Delhi: CJP spokesperson Ashutosh Ranka says, ""We expect to receive a written agreement today on the issues of compensation and legal action. We also expect a response to the core demand of this movement, the resignation of Union Education Minister"
911,2080868343209181447,14,"CJP Protest Probe

Delhi Police steps up investigation: 15 FIRs registered in the case.

@Priyanktripathi joins @anchoramitaw with more updates. https://t.co/JuOmhc9WAs",CJP Protest Probe Delhi Police steps up investigation: 15 FIRs registered in the case. joins with more updates.
912,2080868238381191541,3,"He is Vibhu Gautam.
He made abusive remarks against the Indian Army during the CJP protest.
After his video went viral, some people decided that he should be handed over to the police. However, when they went to his house, they found out that his father is disabled. Seeing his https://t.co/dhuid8IEVc","He is Vibhu Gautam. He made abusive remarks against the Indian Army during the CJP protest. After his video went viral, some people decided that he should be handed over to the police. However, when they went to his house, they found out that his father is disabled. Seeing his"
913,2080867498665398535,11,"Government, CJP to meet again for 3rd round of talks; Dipke says diagnosed with typhoid

Track CJP protest today LIVE updates: https://t.co/ibmLn9vHyt https://t.co/C14voEFZaI","Government, CJP to meet again for 3rd round of talks; Dipke says diagnosed with typhoid Track CJP protest today LIVE updates:"
914,2080867313621012750,22,"STUDENTS RETURNING FROM PROTEST DETAINED NEAR JAMIA !!!

5 students returning from the CJP protest at Jantar Mantar were allegedly detained by police near Jamia before being released following intervention by activists and journalists.

But this was not an isolated incident. https://t.co/DmclCYqiww",STUDENTS RETURNING FROM PROTEST DETAINED NEAR JAMIA !!! 5 students returning from the CJP protest at Jantar Mantar were allegedly detained by police near Jamia before being released following intervention by activists and journalists. But this was not an isolated incident.
915,2080867050709492067,9,"24/07/26 - Was at Jantar Mantar protest for around 8 hours, 3 to 11 pm &amp; I have never felt safer in Delhi. They made such good arrangements for women’s security - something which even government has failed to provide. Normally you can’t step outside after sunset in Delhi without https://t.co/M8vE27nFEx","24/07/26 - Was at Jantar Mantar protest for around 8 hours, 3 to 11 pm & I have never felt safer in Delhi. They made such good arrangements for women’s security - something which even government has failed to provide. Normally you can’t step outside after sunset in Delhi without"
916,2080866959013658722,4,"The CJP protest is the first time the Indian public got to witness what modern Gen Z girls in India are like.

Good luck having a happy married life with them.

The way they talk, abuse others, and behave. You can't expect a better future from them.","The CJP protest is the first time the Indian public got to witness what modern Gen Z girls in India are like. Good luck having a happy married life with them. The way they talk, abuse others, and behave. You can't expect a better future from them."
917,2080866487951315130,-1,"People in Melbourne unite for students in India.
Large show of support from Australia with strong voices for the student protest in New Delhi as people gather in the Victoria capital’s Fed Square braving the cold weather. Video ⁦@SBSNews⁩ 
#Australia ⁦#CJP #Studentpower https://t.co/B4sNuPWPYC",People in Melbourne unite for students in India. Large show of support from Australia with strong voices for the student protest in New Delhi as people gather in the Victoria capital’s Fed Square braving the cold weather. Video ⁦⁩ Australia ⁦CJP Studentpower
918,2080865970193842661,0,"CJP Protest News LIVE Updates: CJP-Centre 3rd round of talks today; Pradhan's resignation in focus; Delhi Metro curbs continue &amp; other top developments
https://t.co/ssbS4uNASc",CJP Protest News LIVE Updates: CJP-Centre 3rd round of talks today; Pradhan's resignation in focus; Delhi Metro curbs continue & other top developments
919,2080864917012570146,8,"VIDEO | Delhi: NCP (SP) spokesperson Anish Gawande on CJP-led Jantar Mantar protest, says, ""The only way forward is dialogue. There are thousands of people still out on the streets of New Delhi. Yesterday, more than 100 cities saw protests for the Cockroach Janta Party, for https://t.co/VJT763457n","VIDEO | Delhi: NCP (SP) spokesperson Anish Gawande on CJP-led Jantar Mantar protest, says, ""The only way forward is dialogue. There are thousands of people still out on the streets of New Delhi. Yesterday, more than 100 cities saw protests for the Cockroach Janta Party, for"
920,2080864156690055501,-1,"The bride who went to the CJP protest and went viral.

She has already been married for a long time.

And the media easily got fooled by her.

These girls go there to gain followers and views.

They don't care about paper leaks or the protest. https://t.co/21UUZJrbVb",The bride who went to the CJP protest and went viral. She has already been married for a long time. And the media easily got fooled by her. These girls go there to gain followers and views. They don't care about paper leaks or the protest.
921,2080863189689131111,-1,"#Delhi Police Officer Vivek Bhagat , who got injured in CJP protest , hails from #Jammu

https://t.co/CgHTFHes0G https://t.co/BOgmS0EaQE","Delhi Police Officer Vivek Bhagat , who got injured in CJP protest , hails from Jammu"
922,2080861598185640247,12,"🚨 BIG 🚨

Delhi Police uses AI facial recognition to identify 400+ alleged RIOTERS from protest videos💥

Police video footages, raw content, and CCTV clips are being thoroughly monitored. https://t.co/iuyyCovf0L","🚨 BIG 🚨 Delhi Police uses AI facial recognition to identify 400+ alleged RIOTERS from protest videos💥 Police video footages, raw content, and CCTV clips are being thoroughly monitored."
923,2080860939755442374,27,"One little kid came to the CJP protest to sell food and earn money to feed his family, but some CJP supporters threw it away, causing him a loss of ₹1,000.

He was standing there crying, but then one kind man came, gave him ₹2,000, and requested that he go home.

These https://t.co/WuR7fyXNuZ","One little kid came to the CJP protest to sell food and earn money to feed his family, but some CJP supporters threw it away, causing him a loss of ₹1,000. He was standing there crying, but then one kind man came, gave him ₹2,000, and requested that he go home. These"
924,2080860456106049641,12,🔴#NewsAlert | Delhi's Jantar Mantar protest probe: 400 'criminals' detected between 20 July and 24 July via facial recognition system; 15 FIRs lodged: Delhi police sources to NDTV,🔴NewsAlert | Delhi's Jantar Mantar protest probe: 400 'criminals' detected between 20 July and 24 July via facial recognition system; 15 FIRs lodged: Delhi police sources to NDTV
925,2080859732349468811,9,"The Centre has reinforced security in Delhi by deploying additional CRPF and other Central Armed Police Forces as the CJP-led protest over the NEET paper leak continues at Jantar Mantar. The move comes amid prolonged demonstrations, fresh rounds of talks with the government and https://t.co/T2AZiZYKaZ","The Centre has reinforced security in Delhi by deploying additional CRPF and other Central Armed Police Forces as the CJP-led protest over the NEET paper leak continues at Jantar Mantar. The move comes amid prolonged demonstrations, fresh rounds of talks with the government and"
926,2080858669475074228,13,"Where is the Protest headed?

With Sonam Wangchuk breaking his fast, the protest could soon fizzle out into oblivion, or could get charged into something bigger than a paper leak and lead to an actual revolution.
Why ""Follow the Process"" Misses the Point
Refuting some common","Where is the Protest headed? With Sonam Wangchuk breaking his fast, the protest could soon fizzle out into oblivion, or could get charged into something bigger than a paper leak and lead to an actual revolution. Why ""Follow the Process"" Misses the Point Refuting some common"
927,2080858544237343084,3,SFI-CJP bought the full dehati brigade from Park Circus-Moulali in yesterday's protest. See how they are harassing Journalist @SreyashiDey. https://t.co/ZqKHBJay2W,SFI-CJP bought the full dehati brigade from Park Circus-Moulali in yesterday's protest. See how they are harassing Journalist .
928,2080858140141298120,-1,"@gauravsabnis @horsemenshipX How can you be so naive? CJP suspiciously gained followers, suspiciously got permission to protest at JM, where NSUI and Kisans are waiting outside Delhi? Yeh 3 lodu log secretly jaa jaa ke kisse milte hain? Wangchuk to pahle se hi suspicious hai...","How can you be so naive? CJP suspiciously gained followers, suspiciously got permission to protest at JM, where NSUI and Kisans are waiting outside Delhi? Yeh 3 lodu log secretly jaa jaa ke kisse milte hain? Wangchuk to pahle se hi suspicious hai..."
929,2080858032658067716,-1,"#Delhi

The National Students' Union of India (NSUI) held a protest in solidarity with the ongoing demonstrations over the NEET paper leak.

#NSUI
#CJP
#CJPProtest
#JantarMantar
#DelhiProtest
#StudentsProtest
#YouthVoices
#JusticeForStudents
#ExamReforms
#PaperLeak
#NewDelhi https://t.co/LfMiiRmSTU",Delhi The National Students' Union of India (NSUI) held a protest in solidarity with the ongoing demonstrations over the NEET paper leak. NSUI CJP CJPProtest JantarMantar DelhiProtest StudentsProtest YouthVoices JusticeForStudents ExamReforms PaperLeak NewDelhi
930,2080857247593418768,6,"@malviyapankaj I dont know why you keep shifting from CJP protest.
But if you talk of the whole country then even I can use delhi riots, kashmir stone pelting etc. As proof of deserved police attacks. 
That wouldn't be nice now would it? Just how some random vid from south you used.","I dont know why you keep shifting from CJP protest. But if you talk of the whole country then even I can use delhi riots, kashmir stone pelting etc. As proof of deserved police attacks. That wouldn't be nice now would it? Just how some random vid from south you used."
931,2080857209089781798,0,"Govt Asks for a Day to Respond to Pradhan Exit Demand, Says CJP
The Centre has sought time until Saturday afternoon to respond to the Cockroach Janta Party's (CJP) demand for the resignation of Union Education Minister Dharmendra Pradhan following the second round of talks https://t.co/xHwutqmmLL","Govt Asks for a Day to Respond to Pradhan Exit Demand, Says CJP The Centre has sought time until Saturday afternoon to respond to the Cockroach Janta Party's (CJP) demand for the resignation of Union Education Minister Dharmendra Pradhan following the second round of talks"
932,2080857131096633350,13,"CJP protest LIVE updates: No deal with Centre, ended fast fearing crackdown like Ladakh, says Sonam Wangchuk https://t.co/rzYzqwj7IQ","CJP protest LIVE updates: No deal with Centre, ended fast fearing crackdown like Ladakh, says Sonam Wangchuk"
933,2080856977308332480,13,"When the police took Sonam Wangchuk from the CJP protest site to the hospital on the 21st day of his hunger strike, this video is from inside the hospital after that.

Look at how he is walking with his hands in his pockets, arguing loudly with the police officers. He forcefully https://t.co/WK0E4Gfo3r","When the police took Sonam Wangchuk from the CJP protest site to the hospital on the 21st day of his hunger strike, this video is from inside the hospital after that. Look at how he is walking with his hands in his pockets, arguing loudly with the police officers. He forcefully"
934,2080856778330279936,4,"Urgent attention is needed regarding the CJP Tamil Nadu protest.

@abhijeet_dipke @Wangchuk66 @Cockroachisback @CJP_for_India 

Please review what is happening under the CJP banner in Tamil Nadu.  A protest supposedly demanding a fair NEET has been diverted into personal attacks https://t.co/syI1GabwQj",Urgent attention is needed regarding the CJP Tamil Nadu protest. Please review what is happening under the CJP banner in Tamil Nadu. A protest supposedly demanding a fair NEET has been diverted into personal attacks
935,2080855967500316900,0,"#Mumbai

Comedian Kunal Kamra joined a protest at #ShivajiPark, where demonstrators demanded the #Resignation of the Union Education Minister over the NEET examination controversy.

#Mumbai
#Maharashtra
#KunalKamra
#CJP
#CJPProtest
#JantarMantar
#DelhiProtest
#StudentsProtest https://t.co/y6vYxPfaBi","Mumbai Comedian Kunal Kamra joined a protest at ShivajiPark, where demonstrators demanded the Resignation of the Union Education Minister over the NEET examination controversy. Mumbai Maharashtra KunalKamra CJP CJPProtest JantarMantar DelhiProtest StudentsProtest"
936,2080855801007350139,5,"VIDEO | Delhi: Central Secretariat Metro Station Gates 2 and 4 closed, Gate 3 open for exit only amid CJP protest. 

(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/lBEm6srQoB","VIDEO | Delhi: Central Secretariat Metro Station Gates 2 and 4 closed, Gate 3 open for exit only amid CJP protest. (Full video available on PTI Videos -"
937,2080855582425174385,5,"CJP Protest LIVE: 17 Delhi Metro stations closed; NTA terminates 47 officials, CJP launches https://t.co/TftkrpNQkl

Read More: https://t.co/P3NsODEBSP 

#CJPprotest
#NEETpaperleak
#EducationNews https://t.co/Iu9RaptU63","CJP Protest LIVE: 17 Delhi Metro stations closed; NTA terminates 47 officials, CJP launches Read More: CJPprotest NEETpaperleak EducationNews"
938,2080854900976791895,5,"@thewire_in As New Delhi metro station is closed, people coming from other states and wanting to go to other places using metro, can't go anywhere. So they have no option but to walk to Jantar Mantar and join the protest. 😀
#JantarMantar 
#CJP 
#DelhiMetro","As New Delhi metro station is closed, people coming from other states and wanting to go to other places using metro, can't go anywhere. So they have no option but to walk to Jantar Mantar and join the protest. 😀 JantarMantar CJP DelhiMetro"
939,2080854879548195106,-1,"Neha Bora of AISA represents the GenZ student protest far better than Dipke, Ranka and Das.

She is genuine, sincere, articulate and does not have any ulterior agenda like Sonam Wangchuk or CJP leaders.

She should be the GenZ representative in all talks. https://t.co/Ble9vUZw7C","Neha Bora of AISA represents the GenZ student protest far better than Dipke, Ranka and Das. She is genuine, sincere, articulate and does not have any ulterior agenda like Sonam Wangchuk or CJP leaders. She should be the GenZ representative in all talks."
940,2080854597762269560,0,"#Pune

Thousands joined the CJP protest, turning it into one of the country's largest student-led movements. Protesters vowed to continue their agitation until Union Education Minister Dharmendra Pradhan resigns.

#Pune
#StudentMovement
#Maharashtra
#CJP
#CJPProtest
#JantarMantar https://t.co/SjBHfEevhS","Pune Thousands joined the CJP protest, turning it into one of the country's largest student-led movements. Protesters vowed to continue their agitation until Union Education Minister Dharmendra Pradhan resigns. Pune StudentMovement Maharashtra CJP CJPProtest JantarMantar"
